source_ip,timestamp,label,length,sequence
10.114.63.96,2024-12-03T00:49:00Z,port-scan,79,connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed user-logout connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed process-started connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed
10.169.253.202,2024-10-11T22:03:00Z,port-scan,45,connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed http-request-success connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed authentication-success connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed
10.23.16.247,2024-08-07T05:00:00Z,file-discovery,23,directory-changed file-read file-read file-read file-read directory-changed file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read
10.1.126.143,2024-05-01T03:49:00Z,data-exfiltration,39,file-read file-read file-read file-read file-read file-read network-traffic file-read file-read network-traffic network-traffic file-read network-traffic file-read file-read network-traffic file-read network-traffic file-write file-write network-traffic file-read file-read file-read file-read network-traffic file-read network-traffic network-traffic network-traffic file-read network-traffic network-traffic file-read file-read network-traffic file-read network-traffic network-traffic
10.137.73.186,2024-03-12T05:47:00Z,credential-stuffing,42,authentication-failed authentication-failed authentication-failed process-info authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-success authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed connection-closed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-success authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed process-ended authentication-failed authentication-success authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-success authentication-failed authentication-failed
10.109.98.196,2024-12-15T06:16:00Z,benign,5,file-read hardware-monitoring hardware-monitoring file-read process-ended
10.163.53.226,2024-04-11T12:25:00Z,credential-stuffing,19,authentication-success authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-success authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-success authentication-failed authentication-failed authentication-failed authentication-failed
10.87.252.154,2024-09-11T20:57:00Z,benign,20,hardware-monitoring process-ended connection-opened user-logout user-logout hardware-monitoring hardware-monitoring hardware-monitoring process-info connection-closed process-ended process-started connection-closed connection-opened file-read process-info process-info hardware-monitoring user-logout user-session-open
10.88.117.138,2024-04-08T21:48:00Z,port-scan,79,connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed hardware-monitoring connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-closed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed
10.57.5.71,2024-02-28T19:32:00Z,dos,217,connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed
10.208.222.41,2024-05-15T11:40:00Z,lateral-movement,30,authentication-failed authentication-failed authentication-success connection-opened authentication-failed authentication-failed connection-opened authentication-success user-session-open connection-opened authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed connection-opened connection-opened authentication-success connection-opened authentication-failed user-session-open authentication-failed authentication-failed connection-opened authentication-failed authentication-failed connection-opened
10.8.166.1,2024-04-03T06:43:00Z,port-scan,66,connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed network-traffic connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed process-ended connection-failed connection-failed
10.63.100.139,2024-01-24T13:30:00Z,lateral-movement,39,authentication-failed authentication-success user-session-open authentication-failed authentication-failed connection-opened authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed user-session-open authentication-failed authentication-failed authentication-success authentication-success authentication-failed authentication-success user-session-open authentication-failed user-session-open authentication-failed authentication-failed authentication-failed authentication-failed user-session-open authentication-failed authentication-failed authentication-failed authentication-failed connection-opened authentication-failed user-session-open authentication-failed connection-opened
10.191.211.210,2024-09-02T23:09:00Z,account-creation,10,authentication-success process-started user-session-open user-creation file-read user-creation user-creation user-creation user-session-open user-session-open
10.158.245.242,2024-04-19T20:03:00Z,brute-force,48,user-session-open authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed connection-opened authentication-failed authentication-failed
10.77.207.228,2024-09-25T01:07:00Z,dos,301,connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed
10.56.209.252,2024-06-22T04:22:00Z,slow-brute-force,106,authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed connection-opened authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed network-traffic authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed user-logout authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed process-started authentication-failed process-started authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed
10.164.114.165,2024-12-20T03:47:00Z,ids-triggered,13,network-filtered connection-failed network-filtered network-filtered ids-alert connection-failed ids-alert connection-failed connection-failed network-filtered ids-alert connection-failed connection-failed
10.142.72.40,2024-03-18T17:06:00Z,credential-stuffing,24,authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-success authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed
10.198.145.148,2024-03-31T15:31:00Z,ids-triggered,15,network-filtered connection-failed network-filtered connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed ids-alert connection-failed connection-failed network-filtered network-filtered
10.113.231.175,2024-08-27T19:28:00Z,benign,21,process-ended http-request-success process-ended hardware-monitoring process-started process-ended network-traffic user-logout file-read user-logout network-traffic connection-closed user-session-open hardware-monitoring connection-closed hardware-monitoring process-started file-read process-started connection-opened connection-opened
10.231.193.175,2024-05-05T23:22:00Z,dos,205,connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed
10.32.1.184,2024-09-07T01:43:00Z,account-creation,6,user-creation user-creation user-session-open authentication-success authentication-success user-creation
10.15.221.218,2024-05-22T02:36:00Z,account-creation,10,user-session-open user-creation authentication-success user-creation user-session-open user-creation process-info user-session-open user-creation user-creation
10.128.141.38,2024-04-18T04:38:00Z,lateral-movement,43,authentication-success user-session-open connection-opened authentication-failed authentication-failed authentication-failed authentication-failed authentication-success authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-success authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-success authentication-failed user-session-open user-session-open connection-opened authentication-success authentication-failed authentication-success authentication-failed authentication-failed user-session-open authentication-failed user-session-open authentication-failed authentication-failed authentication-failed authentication-failed connection-opened authentication-failed authentication-failed connection-opened
10.198.29.155,2024-12-27T16:27:00Z,lateral-movement,31,hardware-monitoring http-request-success authentication-failed authentication-success authentication-failed authentication-failed connection-opened connection-opened authentication-success authentication-failed connection-opened user-session-open authentication-failed user-session-open connection-opened authentication-failed authentication-failed connection-opened authentication-failed authentication-failed authentication-failed authentication-failed authentication-success authentication-failed authentication-failed authentication-failed http-request-success user-session-open connection-opened authentication-failed authentication-failed
10.135.245.160,2024-11-23T17:14:00Z,lateral-movement,28,authentication-failed user-session-open user-logout user-session-open authentication-success connection-opened authentication-success connection-opened authentication-failed user-session-open connection-opened authentication-success connection-opened authentication-failed authentication-success authentication-failed authentication-failed user-session-open authentication-failed authentication-failed authentication-success authentication-failed authentication-failed authentication-success connection-opened authentication-failed authentication-failed connection-opened
10.147.178.10,2024-12-02T00:55:00Z,brute-force,22,authentication-failed http-request-success authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed
10.207.99.11,2024-06-27T14:57:00Z,file-discovery,48,directory-changed file-read file-read file-read file-read user-logout file-read file-read file-read file-read file-read file-read file-read file-read directory-changed file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read directory-changed file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read
10.147.224.152,2024-05-06T11:23:00Z,brute-force,42,authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed network-traffic authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed
10.119.141.163,2024-08-20T00:41:00Z,port-scan,81,connection-failed connection-failed connection-failed connection-failed network-traffic connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed
10.37.247.218,2024-12-05T10:54:00Z,data-exfiltration,46,file-read file-read network-traffic file-read network-traffic network-traffic file-read file-read network-traffic network-traffic network-traffic file-read file-read file-read file-read file-write network-traffic file-read network-traffic file-read file-write network-traffic network-traffic file-read file-read file-read network-traffic network-traffic network-traffic file-read file-read network-traffic file-read file-read network-traffic file-write file-read network-traffic file-read network-traffic file-read network-traffic file-write network-traffic network-traffic file-read
10.64.114.29,2024-02-12T18:44:00Z,lateral-movement,34,file-read connection-opened user-session-open connection-opened connection-closed authentication-failed authentication-failed authentication-failed connection-opened user-session-open user-session-open authentication-success authentication-failed connection-opened user-session-open http-request-success authentication-failed user-session-open authentication-failed authentication-failed connection-opened authentication-success authentication-failed authentication-failed connection-opened authentication-failed authentication-failed authentication-failed authentication-success authentication-success authentication-failed authentication-failed authentication-success authentication-success
10.0.67.57,2024-05-31T11:01:00Z,account-creation,8,connection-opened user-creation authentication-success user-creation authentication-success user-session-open process-info user-session-open
10.190.30.83,2024-02-24T00:31:00Z,data-destruction,35,file-deleted file-deleted directory-deleted directory-deleted file-deleted file-deleted file-deleted file-deleted file-deleted file-deleted file-deleted file-deleted file-deleted file-deleted file-deleted file-deleted file-deleted file-modification directory-deleted file-deleted file-deleted file-deleted file-deleted file-deleted file-deleted directory-deleted file-deleted file-deleted file-modification file-modification file-deleted directory-deleted file-deleted directory-deleted file-deleted
10.115.166.231,2024-07-30T02:31:00Z,defense-evasion,26,process-ended process-started system-configuration-changed process-started system-configuration-changed system-configuration-changed system-configuration-changed process-started system-configuration-changed system-configuration-changed system-configuration-changed system-configuration-changed system-configuration-changed process-ended system-configuration-changed file-modification system-configuration-changed file-modification system-configuration-changed file-modification process-started system-configuration-changed system-configuration-changed system-configuration-changed process-ended process-started
10.189.159.196,2024-11-24T04:33:00Z,account-creation,9,network-traffic authentication-success user-session-open user-creation user-creation authentication-success user-session-open user-session-open authentication-success
10.72.158.251,2024-05-29T19:09:00Z,credential-stuffing,25,authentication-failed authentication-success process-ended authentication-success authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-success authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-success authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed
10.127.49.235,2024-06-18T12:25:00Z,dos,202,connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed
10.107.70.134,2024-04-10T05:05:00Z,file-discovery,28,file-read directory-changed directory-changed file-read file-read file-read directory-changed file-read file-read file-read file-read file-read file-read connection-opened file-read file-read file-read file-read file-read file-read directory-changed file-read file-read file-read file-read file-read file-read file-read
10.1.254.64,2024-02-08T02:25:00Z,lateral-movement,32,authentication-failed authentication-success authentication-success authentication-failed connection-opened user-session-open authentication-success authentication-failed authentication-failed hardware-monitoring authentication-failed authentication-failed authentication-failed authentication-failed user-session-open connection-opened authentication-failed authentication-failed authentication-failed connection-opened authentication-failed user-session-open connection-opened connection-opened user-session-open connection-opened authentication-success authentication-success authentication-success authentication-failed connection-closed authentication-failed
10.212.58.161,2024-04-10T18:39:00Z,slow-brute-force,100,authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed hardware-monitoring authentication-failed http-request-success authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed file-read authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed
10.188.204.74,2024-06-08T02:55:00Z,file-discovery,43,file-read file-read file-read file-read file-read file-read directory-changed file-read file-read file-read directory-changed file-read file-read file-read file-read process-ended file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read directory-changed file-read file-read directory-changed file-read file-read file-read file-read file-read file-read file-read
